2026-06-15 11:00:50, tokens_remaining: 2450, call: scores, phase: pregame
2026-06-15 11:02:47, tokens_remaining: 2438, call: scores, phase: playing
2026-06-15 11:02:48, tokens_remaining: 2436, call: scores, phase: playing
2026-06-15 11:02:48, tokens_remaining: 2436, call: scores, phase: playing
2026-06-15 11:02:48, tokens_remaining: 2436, call: scores, phase: playing
2026-06-15 11:02:48, tokens_remaining: 2436, call: scores, phase: playing
2026-06-15 11:02:48, tokens_remaining: 2436, call: scores, phase: playing
2026-06-15 11:02:49, tokens_remaining: 2436, call: scores, phase: playing
2026-06-15 11:02:49, tokens_remaining: 2436, call: scores, phase: playing
2026-06-15 11:02:49, tokens_remaining: 2435, call: events, phase: playing
2026-06-15 11:02:50, tokens_remaining: 2434, call: scores, phase: playing
2026-06-15 11:02:50, tokens_remaining: 2434, call: scores, phase: playing
2026-06-15 11:02:50, tokens_remaining: 2434, call: scores, phase: playing
2026-06-15 11:02:50, tokens_remaining: 2434, call: scores, phase: playing
2026-06-15 11:02:50, tokens_remaining: 2434, call: scores, phase: playing
2026-06-15 11:02:50, tokens_remaining: 2434, call: scores, phase: playing
2026-06-15 11:02:51, tokens_remaining: 2434, call: scores, phase: playing
2026-06-15 11:02:51, tokens_remaining: 2433, call: scores, phase: playing
2026-06-15 11:02:51, tokens_remaining: 2433, call: scores, phase: playing
2026-06-15 11:02:51, tokens_remaining: 2432, call: events, phase: playing
2026-06-15 11:02:52, tokens_remaining: 2433, call: scores, phase: playing
2026-06-15 11:02:52, tokens_remaining: 2433, call: scores, phase: playing
2026-06-15 11:02:52, tokens_remaining: 2431, call: scores, phase: playing
2026-06-15 11:02:52, tokens_remaining: 2431, call: scores, phase: playing
2026-06-15 11:02:53, tokens_remaining: 2431, call: scores, phase: playing
2026-06-15 11:02:53, tokens_remaining: 2431, call: scores, phase: playing
2026-06-15 11:02:53, tokens_remaining: 2431, call: scores, phase: playing
2026-06-15 11:02:53, tokens_remaining: 2431, call: scores, phase: playing
2026-06-15 11:02:53, tokens_remaining: 2431, call: scores, phase: playing
2026-06-15 11:02:54, tokens_remaining: 2430, call: events, phase: playing
2026-06-15 11:02:54, tokens_remaining: 2429, call: scores, phase: playing
2026-06-15 11:02:54, tokens_remaining: 2429, call: scores, phase: playing
2026-06-15 11:02:54, tokens_remaining: 2429, call: scores, phase: playing
2026-06-15 11:02:55, tokens_remaining: 2429, call: scores, phase: playing
2026-06-15 11:02:55, tokens_remaining: 2429, call: scores, phase: playing
2026-06-15 11:02:55, tokens_remaining: 2429, call: scores, phase: playing
2026-06-15 11:02:55, tokens_remaining: 2429, call: scores, phase: playing
2026-06-15 11:02:55, tokens_remaining: 2428, call: scores, phase: playing
2026-06-15 11:02:56, tokens_remaining: 2428, call: scores, phase: playing
2026-06-15 11:02:56, tokens_remaining: 2427, call: events, phase: playing
2026-06-15 11:02:56, tokens_remaining: 2428, call: scores, phase: playing
2026-06-15 11:02:56, tokens_remaining: 2428, call: scores, phase: playing
2026-06-15 11:02:57, tokens_remaining: 2426, call: scores, phase: playing
2026-06-15 11:02:57, tokens_remaining: 2426, call: scores, phase: playing
2026-06-15 11:02:57, tokens_remaining: 2426, call: scores, phase: playing
2026-06-15 11:02:57, tokens_remaining: 2426, call: scores, phase: playing
2026-06-15 11:02:57, tokens_remaining: 2426, call: scores, phase: playing
2026-06-15 11:02:58, tokens_remaining: 2426, call: scores, phase: playing
2026-06-15 11:02:58, tokens_remaining: 2426, call: scores, phase: playing
2026-06-15 11:02:58, tokens_remaining: 2425, call: events, phase: playing
2026-06-15 11:02:59, tokens_remaining: 2424, call: scores, phase: playing
2026-06-15 11:02:59, tokens_remaining: 2424, call: scores, phase: playing
2026-06-15 11:02:59, tokens_remaining: 2424, call: scores, phase: playing
2026-06-15 11:02:59, tokens_remaining: 2424, call: scores, phase: playing
2026-06-15 11:02:59, tokens_remaining: 2424, call: scores, phase: playing
2026-06-15 11:02:59, tokens_remaining: 2424, call: scores, phase: playing
2026-06-15 11:02:59, tokens_remaining: 2424, call: scores, phase: playing
2026-06-15 11:03:00, tokens_remaining: 2423, call: scores, phase: playing
2026-06-15 11:03:00, tokens_remaining: 2423, call: scores, phase: playing
2026-06-15 11:03:00, tokens_remaining: 2422, call: events, phase: playing
2026-06-15 11:03:01, tokens_remaining: 2423, call: scores, phase: playing
2026-06-15 11:03:01, tokens_remaining: 2423, call: scores, phase: playing
2026-06-15 11:03:01, tokens_remaining: 2421, call: scores, phase: playing
2026-06-15 11:03:01, tokens_remaining: 2421, call: scores, phase: playing
2026-06-15 11:03:01, tokens_remaining: 2421, call: scores, phase: playing
2026-06-15 11:03:02, tokens_remaining: 2421, call: scores, phase: playing
2026-06-15 11:03:02, tokens_remaining: 2421, call: scores, phase: playing
2026-06-15 11:03:02, tokens_remaining: 2421, call: scores, phase: playing
2026-06-15 11:03:02, tokens_remaining: 2421, call: scores, phase: playing
2026-06-15 11:03:03, tokens_remaining: 2420, call: events, phase: playing
2026-06-15 11:03:03, tokens_remaining: 2419, call: scores, phase: playing
2026-06-15 11:03:03, tokens_remaining: 2419, call: scores, phase: playing
2026-06-15 11:03:03, tokens_remaining: 2419, call: scores, phase: playing
2026-06-15 11:03:03, tokens_remaining: 2419, call: scores, phase: playing
2026-06-15 11:03:04, tokens_remaining: 2419, call: scores, phase: playing
2026-06-15 11:03:04, tokens_remaining: 2419, call: scores, phase: playing
2026-06-15 11:03:04, tokens_remaining: 2419, call: scores, phase: playing
2026-06-15 11:03:04, tokens_remaining: 2418, call: scores, phase: playing
2026-06-15 11:03:04, tokens_remaining: 2418, call: scores, phase: playing
2026-06-15 11:03:05, tokens_remaining: 2417, call: events, phase: playing
2026-06-15 11:03:05, tokens_remaining: 2418, call: scores, phase: playing
2026-06-15 11:03:05, tokens_remaining: 2418, call: scores, phase: playing
2026-06-15 11:03:06, tokens_remaining: 2416, call: scores, phase: playing
2026-06-15 11:03:06, tokens_remaining: 2416, call: scores, phase: playing
2026-06-15 11:03:06, tokens_remaining: 2416, call: scores, phase: playing
2026-06-15 11:03:06, tokens_remaining: 2416, call: scores, phase: playing
2026-06-15 11:03:06, tokens_remaining: 2416, call: scores, phase: playing
2026-06-15 11:03:06, tokens_remaining: 2416, call: scores, phase: playing
2026-06-15 11:03:07, tokens_remaining: 2416, call: scores, phase: playing
2026-06-15 11:03:07, tokens_remaining: 2415, call: events, phase: playing
2026-06-15 11:03:07, tokens_remaining: 2414, call: scores, phase: playing
2026-06-15 11:03:08, tokens_remaining: 2414, call: scores, phase: playing
2026-06-15 11:03:08, tokens_remaining: 2414, call: scores, phase: playing
2026-06-15 11:03:08, tokens_remaining: 2414, call: scores, phase: playing
2026-06-15 11:03:08, tokens_remaining: 2414, call: scores, phase: playing
2026-06-15 11:03:08, tokens_remaining: 2414, call: scores, phase: playing
2026-06-15 11:03:08, tokens_remaining: 2414, call: scores, phase: playing
2026-06-15 11:03:09, tokens_remaining: 2413, call: scores, phase: playing
2026-06-15 11:03:09, tokens_remaining: 2413, call: scores, phase: playing
2026-06-15 11:03:09, tokens_remaining: 2412, call: events, phase: playing
2026-06-15 11:03:09, tokens_remaining: 2413, call: scores, phase: playing
2026-06-15 11:03:10, tokens_remaining: 2413, call: scores, phase: playing
2026-06-15 11:03:10, tokens_remaining: 2411, call: scores, phase: playing
2026-06-15 11:03:10, tokens_remaining: 2411, call: scores, phase: playing
2026-06-15 11:03:10, tokens_remaining: 2411, call: scores, phase: playing
2026-06-15 11:03:11, tokens_remaining: 2411, call: scores, phase: playing
2026-06-15 11:03:11, tokens_remaining: 2411, call: scores, phase: playing
2026-06-15 11:03:11, tokens_remaining: 2411, call: scores, phase: playing
2026-06-15 11:03:11, tokens_remaining: 2411, call: scores, phase: playing
2026-06-15 11:03:11, tokens_remaining: 2410, call: events, phase: playing
2026-06-15 11:03:12, tokens_remaining: 2409, call: scores, phase: playing
2026-06-15 11:03:12, tokens_remaining: 2409, call: scores, phase: playing
2026-06-15 11:03:12, tokens_remaining: 2409, call: scores, phase: playing
2026-06-15 11:03:12, tokens_remaining: 2409, call: scores, phase: playing
2026-06-15 11:03:12, tokens_remaining: 2409, call: scores, phase: playing
2026-06-15 11:03:13, tokens_remaining: 2409, call: scores, phase: playing
2026-06-15 11:03:13, tokens_remaining: 2409, call: scores, phase: playing
2026-06-15 11:03:13, tokens_remaining: 2408, call: scores, phase: playing
2026-06-15 11:03:13, tokens_remaining: 2408, call: scores, phase: playing
2026-06-15 11:03:14, tokens_remaining: 2407, call: events, phase: playing
2026-06-15 11:03:14, tokens_remaining: 2408, call: scores, phase: playing
2026-06-15 11:03:14, tokens_remaining: 2408, call: scores, phase: playing
2026-06-15 11:03:14, tokens_remaining: 2406, call: scores, phase: playing
2026-06-15 11:03:15, tokens_remaining: 2406, call: scores, phase: playing
2026-06-15 11:03:15, tokens_remaining: 2406, call: scores, phase: playing
2026-06-15 11:03:15, tokens_remaining: 2406, call: scores, phase: playing
2026-06-15 11:03:15, tokens_remaining: 2406, call: scores, phase: playing
2026-06-15 11:03:15, tokens_remaining: 2406, call: scores, phase: playing
2026-06-15 11:03:15, tokens_remaining: 2406, call: scores, phase: playing
2026-06-15 11:03:16, tokens_remaining: 2405, call: events, phase: playing
2026-06-15 11:03:16, tokens_remaining: 2404, call: scores, phase: playing
2026-06-15 11:03:16, tokens_remaining: 2404, call: scores, phase: playing
2026-06-15 11:03:17, tokens_remaining: 2404, call: scores, phase: playing
2026-06-15 11:03:17, tokens_remaining: 2404, call: scores, phase: playing
2026-06-15 11:03:17, tokens_remaining: 2404, call: scores, phase: playing
2026-06-15 11:03:17, tokens_remaining: 2404, call: scores, phase: playing
2026-06-15 11:03:17, tokens_remaining: 2404, call: scores, phase: playing
2026-06-15 11:03:18, tokens_remaining: 2403, call: scores, phase: playing
2026-06-15 11:03:18, tokens_remaining: 2403, call: scores, phase: playing
2026-06-15 11:03:18, tokens_remaining: 2402, call: events, phase: playing
2026-06-15 11:03:18, tokens_remaining: 2403, call: scores, phase: playing
2026-06-15 11:03:18, tokens_remaining: 2403, call: scores, phase: playing
2026-06-15 11:03:19, tokens_remaining: 2401, call: scores, phase: playing
2026-06-15 11:03:19, tokens_remaining: 2401, call: scores, phase: playing
2026-06-15 11:03:19, tokens_remaining: 2401, call: scores, phase: playing
2026-06-15 11:03:19, tokens_remaining: 2401, call: scores, phase: playing
2026-06-15 11:03:19, tokens_remaining: 2401, call: scores, phase: playing
2026-06-15 11:03:20, tokens_remaining: 2401, call: scores, phase: playing
2026-06-15 11:03:20, tokens_remaining: 2401, call: scores, phase: playing
2026-06-15 11:03:20, tokens_remaining: 2400, call: events, phase: playing
2026-06-15 11:03:21, tokens_remaining: 2399, call: scores, phase: playing
2026-06-15 11:03:21, tokens_remaining: 2399, call: scores, phase: playing
2026-06-15 11:03:21, tokens_remaining: 2399, call: scores, phase: playing
2026-06-15 11:03:21, tokens_remaining: 2399, call: scores, phase: playing
2026-06-15 11:03:21, tokens_remaining: 2399, call: scores, phase: playing
2026-06-15 11:03:21, tokens_remaining: 2399, call: scores, phase: playing
2026-06-15 11:03:21, tokens_remaining: 2399, call: scores, phase: playing
2026-06-15 11:03:22, tokens_remaining: 2398, call: scores, phase: playing
2026-06-15 11:03:22, tokens_remaining: 2398, call: scores, phase: playing
2026-06-15 11:03:22, tokens_remaining: 2397, call: events, phase: playing
2026-06-15 11:03:23, tokens_remaining: 2398, call: scores, phase: playing
2026-06-15 11:03:23, tokens_remaining: 2398, call: scores, phase: playing
2026-06-15 11:03:23, tokens_remaining: 2396, call: scores, phase: playing
2026-06-15 11:03:23, tokens_remaining: 2396, call: scores, phase: playing
2026-06-15 11:03:23, tokens_remaining: 2396, call: scores, phase: playing
2026-06-15 11:03:24, tokens_remaining: 2396, call: scores, phase: playing
2026-06-15 11:03:24, tokens_remaining: 2396, call: scores, phase: playing
2026-06-15 11:03:24, tokens_remaining: 2396, call: scores, phase: playing
2026-06-15 11:03:24, tokens_remaining: 2396, call: scores, phase: playing
2026-06-15 11:03:25, tokens_remaining: 2395, call: events, phase: playing
2026-06-15 11:03:25, tokens_remaining: 2394, call: scores, phase: playing
2026-06-15 11:03:25, tokens_remaining: 2394, call: scores, phase: playing
2026-06-15 11:03:25, tokens_remaining: 2394, call: scores, phase: playing
2026-06-15 11:03:25, tokens_remaining: 2394, call: scores, phase: playing
2026-06-15 11:03:26, tokens_remaining: 2394, call: scores, phase: playing
2026-06-15 11:03:26, tokens_remaining: 2394, call: scores, phase: playing
2026-06-15 11:03:26, tokens_remaining: 2394, call: scores, phase: playing
2026-06-15 11:03:26, tokens_remaining: 2393, call: scores, phase: playing
2026-06-15 11:03:26, tokens_remaining: 2393, call: scores, phase: playing
2026-06-15 11:03:27, tokens_remaining: 2392, call: events, phase: playing
2026-06-15 11:03:27, tokens_remaining: 2393, call: scores, phase: playing
2026-06-15 11:03:27, tokens_remaining: 2393, call: scores, phase: playing
2026-06-15 11:03:28, tokens_remaining: 2391, call: scores, phase: playing
2026-06-15 11:03:28, tokens_remaining: 2391, call: scores, phase: playing
2026-06-15 11:03:28, tokens_remaining: 2391, call: scores, phase: playing
2026-06-15 11:03:28, tokens_remaining: 2391, call: scores, phase: playing
2026-06-15 11:03:28, tokens_remaining: 2391, call: scores, phase: playing
2026-06-15 11:03:28, tokens_remaining: 2391, call: scores, phase: playing
2026-06-15 11:03:28, tokens_remaining: 2391, call: scores, phase: playing
2026-06-15 11:03:29, tokens_remaining: 2390, call: events, phase: playing
2026-06-15 11:03:29, tokens_remaining: 2389, call: scores, phase: playing
2026-06-15 11:03:30, tokens_remaining: 2389, call: scores, phase: playing
2026-06-15 11:03:30, tokens_remaining: 2389, call: scores, phase: playing
2026-06-15 11:03:30, tokens_remaining: 2389, call: scores, phase: playing
2026-06-15 11:03:30, tokens_remaining: 2389, call: scores, phase: playing
2026-06-15 11:03:30, tokens_remaining: 2389, call: scores, phase: playing
2026-06-15 11:03:30, tokens_remaining: 2389, call: scores, phase: playing
2026-06-15 11:03:31, tokens_remaining: 2388, call: scores, phase: playing
2026-06-15 11:03:31, tokens_remaining: 2388, call: scores, phase: playing
2026-06-15 11:03:31, tokens_remaining: 2387, call: events, phase: playing
2026-06-15 11:03:31, tokens_remaining: 2388, call: scores, phase: playing
2026-06-15 11:03:32, tokens_remaining: 2388, call: scores, phase: playing
2026-06-15 11:03:32, tokens_remaining: 2386, call: scores, phase: playing
2026-06-15 11:03:32, tokens_remaining: 2386, call: scores, phase: playing
2026-06-15 11:03:32, tokens_remaining: 2386, call: scores, phase: playing
2026-06-15 11:03:32, tokens_remaining: 2386, call: scores, phase: playing
2026-06-15 11:03:33, tokens_remaining: 2386, call: scores, phase: playing
2026-06-15 11:03:33, tokens_remaining: 2386, call: scores, phase: playing
2026-06-15 11:03:33, tokens_remaining: 2386, call: scores, phase: playing
2026-06-15 11:03:33, tokens_remaining: 2385, call: events, phase: playing
2026-06-15 11:03:34, tokens_remaining: 2384, call: scores, phase: playing
2026-06-15 11:03:34, tokens_remaining: 2384, call: scores, phase: playing
2026-06-15 11:03:34, tokens_remaining: 2384, call: scores, phase: playing
2026-06-15 11:03:34, tokens_remaining: 2384, call: scores, phase: playing
2026-06-15 11:03:34, tokens_remaining: 2384, call: scores, phase: playing
2026-06-15 11:03:34, tokens_remaining: 2384, call: scores, phase: playing
2026-06-15 11:03:35, tokens_remaining: 2384, call: scores, phase: playing
2026-06-15 11:03:35, tokens_remaining: 2383, call: scores, phase: playing
2026-06-15 11:03:35, tokens_remaining: 2383, call: scores, phase: playing
2026-06-15 11:03:36, tokens_remaining: 2382, call: events, phase: playing
2026-06-15 11:03:36, tokens_remaining: 2383, call: scores, phase: playing
2026-06-15 11:03:36, tokens_remaining: 2381, call: scores, phase: playing
2026-06-15 11:03:37, tokens_remaining: 2381, call: scores, phase: playing
2026-06-15 11:03:37, tokens_remaining: 2381, call: scores, phase: playing
2026-06-15 11:03:37, tokens_remaining: 2381, call: scores, phase: playing
2026-06-15 11:03:37, tokens_remaining: 2381, call: scores, phase: playing
2026-06-15 11:03:37, tokens_remaining: 2381, call: scores, phase: playing
2026-06-15 11:03:37, tokens_remaining: 2381, call: scores, phase: playing
2026-06-15 11:03:38, tokens_remaining: 2380, call: scores, phase: playing
2026-06-15 11:03:38, tokens_remaining: 2379, call: events, phase: playing
2026-06-15 11:03:38, tokens_remaining: 2380, call: scores, phase: playing
2026-06-15 11:03:38, tokens_remaining: 2380, call: scores, phase: playing
2026-06-15 11:03:39, tokens_remaining: 2380, call: scores, phase: playing
2026-06-15 11:03:39, tokens_remaining: 2378, call: scores, phase: playing
2026-06-15 11:03:39, tokens_remaining: 2378, call: scores, phase: playing
2026-06-15 11:03:39, tokens_remaining: 2378, call: scores, phase: playing
2026-06-15 11:03:40, tokens_remaining: 2378, call: scores, phase: playing
2026-06-15 11:03:40, tokens_remaining: 2378, call: scores, phase: playing
2026-06-15 11:03:40, tokens_remaining: 2378, call: scores, phase: playing
2026-06-15 11:03:40, tokens_remaining: 2377, call: events, phase: playing
2026-06-15 11:03:41, tokens_remaining: 2376, call: scores, phase: playing
2026-06-15 11:03:41, tokens_remaining: 2376, call: scores, phase: playing
2026-06-15 11:03:41, tokens_remaining: 2376, call: scores, phase: playing
2026-06-15 11:03:41, tokens_remaining: 2376, call: scores, phase: playing
2026-06-15 11:03:41, tokens_remaining: 2376, call: scores, phase: playing
2026-06-15 11:03:41, tokens_remaining: 2376, call: scores, phase: playing
2026-06-15 11:03:42, tokens_remaining: 2376, call: scores, phase: playing
2026-06-15 11:03:42, tokens_remaining: 2375, call: scores, phase: playing
2026-06-15 11:03:42, tokens_remaining: 2375, call: scores, phase: playing
2026-06-15 11:03:42, tokens_remaining: 2374, call: events, phase: playing
2026-06-15 11:03:43, tokens_remaining: 2375, call: scores, phase: playing
2026-06-15 11:03:43, tokens_remaining: 2375, call: scores, phase: playing
2026-06-15 11:03:43, tokens_remaining: 2373, call: scores, phase: playing
2026-06-15 11:03:43, tokens_remaining: 2373, call: scores, phase: playing
2026-06-15 11:03:44, tokens_remaining: 2373, call: scores, phase: playing
2026-06-15 11:03:44, tokens_remaining: 2373, call: scores, phase: playing
2026-06-15 11:03:44, tokens_remaining: 2373, call: scores, phase: playing
2026-06-15 11:03:44, tokens_remaining: 2373, call: scores, phase: playing
2026-06-15 11:03:44, tokens_remaining: 2373, call: scores, phase: playing
2026-06-15 11:03:45, tokens_remaining: 2372, call: events, phase: playing
2026-06-15 11:03:45, tokens_remaining: 2371, call: scores, phase: playing
2026-06-15 11:03:45, tokens_remaining: 2371, call: scores, phase: playing
2026-06-15 11:03:45, tokens_remaining: 2371, call: scores, phase: playing
2026-06-15 11:03:45, tokens_remaining: 2371, call: scores, phase: playing
2026-06-15 11:03:46, tokens_remaining: 2371, call: scores, phase: playing
2026-06-15 11:03:46, tokens_remaining: 2371, call: scores, phase: playing
2026-06-15 11:03:46, tokens_remaining: 2371, call: scores, phase: playing
2026-06-15 11:03:46, tokens_remaining: 2370, call: scores, phase: playing
2026-06-15 11:03:46, tokens_remaining: 2370, call: scores, phase: playing
2026-06-15 11:03:47, tokens_remaining: 2369, call: events, phase: playing
2026-06-15 11:03:47, tokens_remaining: 2370, call: scores, phase: playing
2026-06-15 11:03:47, tokens_remaining: 2370, call: scores, phase: playing
2026-06-15 11:03:48, tokens_remaining: 2368, call: scores, phase: playing
2026-06-15 11:03:48, tokens_remaining: 2368, call: scores, phase: playing
2026-06-15 11:03:48, tokens_remaining: 2368, call: scores, phase: playing
2026-06-15 11:03:48, tokens_remaining: 2368, call: scores, phase: playing
2026-06-15 11:03:48, tokens_remaining: 2368, call: scores, phase: playing
2026-06-15 11:03:48, tokens_remaining: 2368, call: scores, phase: playing
2026-06-15 11:03:48, tokens_remaining: 2368, call: scores, phase: playing
2026-06-15 11:03:49, tokens_remaining: 2367, call: events, phase: playing
2026-06-15 11:03:49, tokens_remaining: 2366, call: scores, phase: playing
2026-06-15 11:03:49, tokens_remaining: 2366, call: scores, phase: playing
2026-06-15 11:03:50, tokens_remaining: 2366, call: scores, phase: playing
2026-06-15 11:03:50, tokens_remaining: 2366, call: scores, phase: playing
2026-06-15 11:03:50, tokens_remaining: 2366, call: scores, phase: playing
2026-06-15 11:03:50, tokens_remaining: 2366, call: scores, phase: playing
2026-06-15 11:03:50, tokens_remaining: 2366, call: scores, phase: playing
2026-06-15 11:03:51, tokens_remaining: 2365, call: scores, phase: playing
2026-06-15 11:03:51, tokens_remaining: 2365, call: scores, phase: playing
2026-06-15 11:03:51, tokens_remaining: 2364, call: events, phase: playing
2026-06-15 11:03:51, tokens_remaining: 2365, call: scores, phase: playing
2026-06-15 11:03:52, tokens_remaining: 2365, call: scores, phase: playing
2026-06-15 11:03:52, tokens_remaining: 2363, call: scores, phase: playing
2026-06-15 11:03:52, tokens_remaining: 2363, call: scores, phase: playing
2026-06-15 11:03:52, tokens_remaining: 2363, call: scores, phase: playing
2026-06-15 11:03:52, tokens_remaining: 2363, call: scores, phase: playing
2026-06-15 11:03:53, tokens_remaining: 2363, call: scores, phase: playing
2026-06-15 11:03:53, tokens_remaining: 2363, call: scores, phase: playing
2026-06-15 11:03:53, tokens_remaining: 2363, call: scores, phase: playing
2026-06-15 11:03:53, tokens_remaining: 2362, call: events, phase: playing
2026-06-15 11:03:54, tokens_remaining: 2361, call: scores, phase: playing
2026-06-15 11:03:54, tokens_remaining: 2361, call: scores, phase: playing
2026-06-15 11:03:54, tokens_remaining: 2361, call: scores, phase: playing
2026-06-15 11:03:54, tokens_remaining: 2361, call: scores, phase: playing
2026-06-15 11:03:54, tokens_remaining: 2361, call: scores, phase: playing
2026-06-15 11:03:54, tokens_remaining: 2361, call: scores, phase: playing
2026-06-15 11:03:55, tokens_remaining: 2361, call: scores, phase: playing
2026-06-15 11:03:55, tokens_remaining: 2360, call: scores, phase: playing
2026-06-15 11:03:55, tokens_remaining: 2360, call: scores, phase: playing
2026-06-15 11:03:56, tokens_remaining: 2359, call: events, phase: playing
2026-06-15 11:03:56, tokens_remaining: 2360, call: scores, phase: playing
2026-06-15 11:03:56, tokens_remaining: 2360, call: scores, phase: playing
2026-06-15 11:03:56, tokens_remaining: 2358, call: scores, phase: playing
2026-06-15 11:03:57, tokens_remaining: 2358, call: scores, phase: playing
2026-06-15 11:03:57, tokens_remaining: 2358, call: scores, phase: playing
2026-06-15 11:03:57, tokens_remaining: 2358, call: scores, phase: playing
2026-06-15 11:03:57, tokens_remaining: 2358, call: scores, phase: playing
2026-06-15 11:03:57, tokens_remaining: 2358, call: scores, phase: playing
2026-06-15 11:03:57, tokens_remaining: 2358, call: scores, phase: playing
2026-06-15 11:03:58, tokens_remaining: 2357, call: events, phase: playing
2026-06-15 11:03:58, tokens_remaining: 2356, call: scores, phase: playing
2026-06-15 11:03:58, tokens_remaining: 2356, call: scores, phase: playing
2026-06-15 11:03:58, tokens_remaining: 2356, call: scores, phase: playing
2026-06-15 11:03:59, tokens_remaining: 2356, call: scores, phase: playing
2026-06-15 11:03:59, tokens_remaining: 2356, call: scores, phase: playing
2026-06-15 11:03:59, tokens_remaining: 2356, call: scores, phase: playing
2026-06-15 11:03:59, tokens_remaining: 2356, call: scores, phase: playing
2026-06-15 11:03:59, tokens_remaining: 2355, call: scores, phase: playing
2026-06-15 11:04:00, tokens_remaining: 2355, call: scores, phase: playing
2026-06-15 11:04:00, tokens_remaining: 2354, call: events, phase: playing
2026-06-15 11:04:00, tokens_remaining: 2355, call: scores, phase: playing
2026-06-15 11:04:00, tokens_remaining: 2355, call: scores, phase: playing
2026-06-15 11:04:01, tokens_remaining: 2353, call: scores, phase: playing
2026-06-15 11:04:01, tokens_remaining: 2353, call: scores, phase: playing
2026-06-15 11:04:01, tokens_remaining: 2353, call: scores, phase: playing
2026-06-15 11:04:01, tokens_remaining: 2353, call: scores, phase: playing
2026-06-15 11:04:01, tokens_remaining: 2353, call: scores, phase: playing
2026-06-15 11:04:01, tokens_remaining: 2353, call: scores, phase: playing
2026-06-15 11:04:02, tokens_remaining: 2353, call: scores, phase: playing
2026-06-15 11:04:02, tokens_remaining: 2352, call: events, phase: playing
2026-06-15 11:04:03, tokens_remaining: 2351, call: scores, phase: playing
2026-06-15 11:04:03, tokens_remaining: 2351, call: scores, phase: playing
2026-06-15 11:04:03, tokens_remaining: 2351, call: scores, phase: playing
2026-06-15 11:04:03, tokens_remaining: 2351, call: scores, phase: playing
2026-06-15 11:04:03, tokens_remaining: 2351, call: scores, phase: playing
2026-06-15 11:04:03, tokens_remaining: 2351, call: scores, phase: playing
2026-06-15 11:04:03, tokens_remaining: 2351, call: scores, phase: playing
